"Country","iso","Year","CountryYear","Total","LTM","STM","Injection","NonUser","high","ReasonNotUsingSI","reason_note","scale","notes","discon_inj","discon_stm","discon_inj_note","discon_stm_note","Country_note","inj_to_si","stm_to_si","nu_to_si","si_bonus","max_siofsc","year_sc","year_si"
"Djibouti",262,2022,"Djibouti2022",263218,12446.7542459031,18746.2252796366,11975.2884208814,220049.732053579,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Djibouti",262,2023,"Djibouti2023",265465,14181.233811525,18956.4274670622,12306.37315359,220020.965567823,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Djibouti",262,2024,"Djibouti2024",267876,15957.5056636442,19018.1426261916,12560.8106242242,220339.54108594,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Djibouti",262,2025,"Djibouti2025",270724,17721.1561940381,18854.5888398922,12714.7761147407,221433.478851329,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Djibouti",262,2026,"Djibouti2026",273650,19757.0568365081,18822.8099911297,12976.9394542695,222093.193718093,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Djibouti",262,2027,"Djibouti2027",276942,21939.8226366324,18794.7266768109,13237.1428036385,222970.307882918,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Djibouti",262,2028,"Djibouti2028",280451,24144.1617529168,18578.0708805612,13427.5936693995,224301.173697122,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Djibouti",262,2029,"Djibouti2029",283822,26422.0396449021,18367.9912018575,13577.8171266061,225454.152026634,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Djibouti",262,2030,"Djibouti2030",286848,28844.5047346755,18124.700309356,13727.065632533,226151.729323435,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Egypt",818,2019,"Egypt2019",24938352,5645640.03672553,3400175.71239198,1608175.00972671,14284361.2411558,0,0.783505746153554,"National",1,,0.379,0.367,"","","82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Egypt",818,2020,"Egypt2020",25300812,5738429.86460652,3550269.1221094,1655168.96159269,14356944.0516914,0,0.783505746153554,"National",1,,0.379,0.367,"","","82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Egypt",818,2021,"Egypt2021",25724120,5811317.10821792,3692489.14903428,1697414.95613728,14522898.7866105,0,0.783505746153554,"National",1,,0.379,0.367,"","","82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Egypt",818,2022,"Egypt2022",26098320,5861801.5584346,3824118.48566555,1733942.92722336,14678457.0286765,0,0.783505746153554,"National",1,,0.379,0.367,"","","82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Egypt",818,2023,"Egypt2023",26459776,5910988.54818125,3958256.33301445,1770859.90450333,14819671.214301,0,0.783505746153554,"National",1,,0.379,0.367,"","","82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Egypt",818,2024,"Egypt2024",26862410,5982198.75878161,4110926.32200606,1815252.71964892,14954032.1995634,0,0.783505746153554,"National",1,,0.379,0.367,"","","82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Egypt",818,2025,"Egypt2025",27330044,6026310.39663794,4249103.23496456,1852379.1649717,15202251.2034258,0,0.783505746153554,"National",1,,0.379,0.367,"","","82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Egypt",818,2026,"Egypt2026",27836450,6084978.4590135,4401078.67071724,1894822.62427984,15455570.2459894,0,0.783505746153554,"National",1,,0.379,0.367,"","","82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Egypt",818,2027,"Egypt2027",28397966,6120243.22296973,4539902.24839327,1931009.77929587,15806810.7493411,0,0.783505746153554,"National",1,,0.379,0.367,"","","82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Egypt",818,2028,"Egypt2028",28996571,6162839.08555886,4689510.61272796,1969731.06909256,16174490.2326206,0,0.783505746153554,"National",1,,0.379,0.367,"","","82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Egypt",818,2029,"Egypt2029",29593348,6180367.96079633,4823225.44099232,2001118.66789905,16588635.9303123,0,0.783505746153554,"National",1,,0.379,0.367,"","","82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Egypt",818,2030,"Egypt2030",30163243,6199852.67417845,4961119.13048996,2033637.34996682,16968633.8453648,0,0.783505746153554,"National",1,,0.379,0.367,"","","82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"El Salvador",222,2019,"El Salvador2019",1818171,530574.959332821,105115.348581797,243249.55323058,939231.138854802,0,0.979758236797719,"National",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
"El Salvador",222,2020,"El Salvador2020",1823760,537957.757598583,104092.379027142,247346.425644205,934363.43773007,0,0.979758236797719,"National",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
"El Salvador",222,2021,"El Salvador2021",1829437,545256.767388675,102978.642714731,251491.447029775,929710.142866819,0,0.979758236797719,"National",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
"El Salvador",222,2022,"El Salvador2022",1834402,551601.147917134,101644.09083871,255199.960998826,925956.800245329,0,0.979758236797719,"National",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
"El Salvador",222,2023,"El Salvador2023",1838447,557475.48533926,100174.119607281,258730.149462179,922067.24559128,0,0.979758236797719,"National",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
"El Salvador",222,2024,"El Salvador2024",1841237,564399.179639682,98901.42878518,262650.583297003,915285.808278135,0,0.979758236797719,"National",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
"El Salvador",222,2025,"El Salvador2025",1842744,569215.647472896,97185.3381992474,265694.277714345,910648.736613513,0,0.979758236797719,"National",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
"El Salvador",222,2026,"El Salvador2026",1845418,573267.966427605,95326.545805749,268370.194244097,908453.293522549,0,0.979758236797719,"National",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
"El Salvador",222,2027,"El Salvador2027",1846806,579403.332273387,93797.503509502,272011.972850905,901593.191366206,0,0.979758236797719,"National",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
"El Salvador",222,2028,"El Salvador2028",1847227,583802.729123481,91938.9409321391,274889.896985328,896595.432959051,0,0.979758236797719,"National",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
"El Salvador",222,2029,"El Salvador2029",1847197,588962.62736846,90171.8754271779,278142.810290952,889919.68691341,0,0.979758236797719,"National",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
"El Salvador",222,2030,"El Salvador2030",1847006,592024.97392232,88071.6042170732,280401.557917141,886507.863943466,0,0.979758236797719,"National",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
"Eritrea",232,2019,"Eritrea2019",823546,2917.73683813474,43667.7956048081,19800.9604260227,757159.507131035,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eritrea",232,2020,"Eritrea2020",841597,4766.51319290756,45039.4523786401,20618.5819222044,771172.452506248,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eritrea",232,2021,"Eritrea2021",861541,6917.13530571118,47105.7625210635,21762.8933677116,785755.208805514,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eritrea",232,2022,"Eritrea2022",885757,9328.54587867046,49004.3280377254,22883.7354499389,804540.390633665,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eritrea",232,2023,"Eritrea2023",912781,11928.211862107,50455.0469635676,23826.4337578141,826571.307416511,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eritrea",232,2024,"Eritrea2024",940196,14897.6591793727,52207.0164385488,24959.40860934,848131.915772738,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eritrea",232,2025,"Eritrea2025",966682,18283.0327936598,54229.7024088383,26241.3911002552,867927.873697247,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eritrea",232,2026,"Eritrea2026",994695,21969.9053719975,56069.7977940777,27437.9483173812,889217.348516544,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eritrea",232,2027,"Eritrea2027",1021501,26325.9655669422,58514.6920822139,28958.864398459,907701.477952385,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eritrea",232,2028,"Eritrea2028",1047412,30913.7129638392,60461.4165391794,30226.9110810662,925809.959415915,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eritrea",232,2029,"Eritrea2029",1073389,35762.6368486035,61899.857529208,31301.19070053,944425.314921658,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eritrea",232,2030,"Eritrea2030",1099842,41597.6595751674,64053.7111438947,32832.3384489208,961358.290832017,0,0.857650253104584,"Regional",0.809117647058824,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eswatini",748,2019,"Eswatini2019",307887,21342.2544674125,87432.8842964003,52901.203353014,146210.657883173,0,0.934752160132041,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eswatini",748,2020,"Eswatini2020",311833,22897.7781317699,87527.6414431761,54048.3896355682,147359.190789486,0,0.934752160132041,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eswatini",748,2021,"Eswatini2021",316716,24722.7716951274,88474.7699874045,55752.0593774781,147766.39893999,0,0.934752160132041,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eswatini",748,2022,"Eswatini2022",322416,26537.3690114113,89135.9194309448,57324.0515924039,149418.65996524,0,0.934752160132041,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eswatini",748,2023,"Eswatini2023",328570,28410.1721516,89753.68512182,58918.5501017598,151487.59262482,0,0.934752160132041,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eswatini",748,2024,"Eswatini2024",334544,30396.1636337608,90461.2456020563,60631.3930021728,153055.19776201,0,0.934752160132041,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eswatini",748,2025,"Eswatini2025",340002,32338.5218936104,90802.9039783825,62154.5387950718,154706.035332935,0,0.934752160132041,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eswatini",748,2026,"Eswatini2026",345536,34455.1851008336,91424.1601451968,63922.7051938303,155733.949560139,0,0.934752160132041,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eswatini",748,2027,"Eswatini2027",350421,36499.7571728315,91613.7050083153,65450.6353391178,156856.902479735,0,0.934752160132041,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eswatini",748,2028,"Eswatini2028",354923,38411.0954085656,91279.2630434936,66653.3530730536,158579.288474887,0,0.934752160132041,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eswatini",748,2029,"Eswatini2029",359464,40437.003317563,91092.2066484505,68001.3194504979,159933.470583489,0,0.934752160132041,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Eswatini",748,2030,"Eswatini2030",364313,42638.79167839,91131.6472743064,69568.6965235203,160973.864523783,0,0.934752160132041,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.02,0.4,2022,2025
"Ethiopia",231,2019,"Ethiopia2019",27620498,2000525.23139494,485595.619214784,4816515.46791976,20317861.6814705,1,1,"National",0.75,,0.4,0.4,"No data, global average","No data, global average","85.4% of Injectables are from the Public Sector and 47.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Ethiopia",231,2020,"Ethiopia2020",28513252,2313110.9314201,400279.177905051,5106203.80556215,20693658.0851127,1,1,"National",0.75,,0.4,0.4,"No data, global average","No data, global average","85.4% of Injectables are from the Public Sector and 47.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Ethiopia",231,2021,"Ethiopia2021",29394050,2659624.66499522,300634.009706928,5412665.83465415,21021125.4906437,1,1,"National",0.75,,0.4,0.4,"No data, global average","No data, global average","85.4% of Injectables are from the Public Sector and 47.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Ethiopia",231,2022,"Ethiopia2022",30272811,3025235.57867521,192156.72885724,5702318.15122977,21353100.5412378,1,1,"National",0.75,,0.4,0.4,"No data, global average","No data, global average","85.4% of Injectables are from the Public Sector and 47.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Ethiopia",231,2023,"Ethiopia2023",31152685,3376206.71741901,195661.567054236,5913736.67157842,21667080.0439483,1,1,"National",0.75,,0.4,0.4,"No data, global average","No data, global average","85.4% of Injectables are from the Public Sector and 47.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Ethiopia",231,2024,"Ethiopia2024",32042076,3747928.00394315,204506.654867198,6118600.11661407,21971041.2245756,1,1,"National",0.75,,0.4,0.4,"No data, global average","No data, global average","85.4% of Injectables are from the Public Sector and 47.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Ethiopia",231,2025,"Ethiopia2025",32945953,4140068.8903501,213276.790953736,6313864.43773726,22278742.8809589,1,1,"National",0.75,,0.4,0.4,"No data, global average","No data, global average","85.4% of Injectables are from the Public Sector and 47.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Ethiopia",231,2026,"Ethiopia2026",33859303,4536594.56497862,221207.258450534,6475418.64882984,22626082.527741,1,1,"National",0.75,,0.4,0.4,"No data, global average","No data, global average","85.4% of Injectables are from the Public Sector and 47.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Ethiopia",231,2027,"Ethiopia2027",34787445,4981722.8608427,230454.88694585,6667978.09670617,22907289.1555053,1,1,"National",0.75,,0.4,0.4,"No data, global average","No data, global average","85.4% of Injectables are from the Public Sector and 47.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Ethiopia",231,2028,"Ethiopia2028",35726055,5418204.56473404,238346.382229098,6810156.46241576,23259347.5906211,1,1,"National",0.75,,0.4,0.4,"No data, global average","No data, global average","85.4% of Injectables are from the Public Sector and 47.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Ethiopia",231,2029,"Ethiopia2029",36667902,5860471.52187103,245275.670227533,6917777.94078133,23644376.8671201,1,1,"National",0.75,,0.4,0.4,"No data, global average","No data, global average","85.4% of Injectables are from the Public Sector and 47.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Ethiopia",231,2030,"Ethiopia2030",37608414,6323482.2024871,252354.076584357,7018621.514726,24013956.2062025,1,1,"National",0.75,,0.4,0.4,"No data, global average","No data, global average","85.4% of Injectables are from the Public Sector and 47.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Gambia",270,2019,"Gambia2019",564689,25603.4088655059,8726.83856914673,30308.0436179359,500050.708947412,1,0.790000114464614,"National",0.72,,0.516,0.4,"","No data, global average","73.6% of Injectables are from the Public Sector and 63.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Gambia",270,2020,"Gambia2020",582325,29753.8938782635,8616.82302505826,32896.9573832158,511057.325713462,1,0.790000114464614,"National",0.72,,0.516,0.4,"","No data, global average","73.6% of Injectables are from the Public Sector and 63.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Gambia",270,2021,"Gambia2021",599959,33820.7374302532,8247.84525304056,35044.4714139208,522845.945902786,1,0.790000114464614,"National",0.72,,0.516,0.4,"","No data, global average","73.6% of Injectables are from the Public Sector and 63.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Gambia",270,2022,"Gambia2022",618672,38000.2198508998,7688.36110217308,36971.8557638912,536011.563283036,1,0.790000114464614,"National",0.72,,0.516,0.4,"","No data, global average","73.6% of Injectables are from the Public Sector and 63.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Gambia",270,2023,"Gambia2023",638348,42203.7342709681,7392.31091847404,38626.5110041392,550125.443806419,1,0.790000114464614,"National",0.72,,0.516,0.4,"","No data, global average","73.6% of Injectables are from the Public Sector and 63.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Gambia",270,2024,"Gambia2024",658812,46796.885345987,7033.58495847734,40358.5051254163,564623.024570119,1,0.790000114464614,"National",0.72,,0.516,0.4,"","No data, global average","73.6% of Injectables are from the Public Sector and 63.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Gambia",270,2025,"Gambia2025",679921,51659.9961553416,6676.79064146384,42041.1176074052,579543.095595789,1,0.790000114464614,"National",0.72,,0.516,0.4,"","No data, global average","73.6% of Injectables are from the Public Sector and 63.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Gambia",270,2026,"Gambia2026",700827,56033.7863204645,6348.23741493222,43126.3106773519,595318.665587251,1,0.790000114464614,"National",0.72,,0.516,0.4,"","No data, global average","73.6% of Injectables are from the Public Sector and 63.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Gambia",270,2027,"Gambia2027",722451,61100.363834373,6010.76334839477,44513.5436147408,610826.329202491,1,0.790000114464614,"National",0.72,,0.516,0.4,"","No data, global average","73.6% of Injectables are from the Public Sector and 63.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Gambia",270,2028,"Gambia2028",744816,66782.2254711749,5639.26875498531,46096.2686323451,626298.237141495,1,0.790000114464614,"National",0.72,,0.516,0.4,"","No data, global average","73.6% of Injectables are from the Public Sector and 63.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Gambia",270,2029,"Gambia2029",767950,72408.5677607015,5171.05912378538,47395.0575230087,642975.315592504,1,0.790000114464614,"National",0.72,,0.516,0.4,"","No data, global average","73.6% of Injectables are from the Public Sector and 63.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Gambia",270,2030,"Gambia2030",791820,78818.5297388027,4666.79859331919,48961.9011227993,659372.770545079,1,0.790000114464614,"National",0.72,,0.516,0.4,"","No data, global average","73.6% of Injectables are from the Public Sector and 63.7% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.01,0.04,0.4,2022,2025
"Ghana",288,2019,"Ghana2019",7567055,698531.007589048,409409.353091058,499080.764879664,5960033.87444023,0,0.872825147246958,"National",0.9,,0.291,0.3235,"","","90% of Injectables are from the Public Sector and 52.6% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
"Ghana",288,2020,"Ghana2020",7726946,775945.135960546,387457.44587307,516778.135891007,6046765.28227538,0,0.872825147246958,"National",0.9,,0.291,0.3235,"","","90% of Injectables are from the Public Sector and 52.6% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
"Ghana",288,2021,"Ghana2021",7892447,856917.375084362,361793.750741039,533816.19474998,6139919.67942462,0,0.872825147246958,"National",0.9,,0.291,0.3235,"","","90% of Injectables are from the Public Sector and 52.6% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
"Ghana",288,2022,"Ghana2022",8058029,945230.283180784,333754.003292852,552428.485814794,6226616.22771157,0,0.872825147246958,"National",0.9,,0.291,0.3235,"","","90% of Injectables are from the Public Sector and 52.6% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
"Ghana",288,2023,"Ghana2023",8225886,1032187.66016683,319781.95392658,567389.588166241,6306526.79774035,0,0.872825147246958,"National",0.9,,0.291,0.3235,"","","90% of Injectables are from the Public Sector and 52.6% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
"Ghana",288,2024,"Ghana2024",8399012,1116571.70638472,301801.204076925,578344.071242533,6402295.01829582,0,0.872825147246958,"National",0.9,,0.291,0.3235,"","","90% of Injectables are from the Public Sector and 52.6% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
"Ghana",288,2025,"Ghana2025",8578458,1203156.77502362,289853.503405765,588218.775249489,6497228.94632112,0,0.872825147246958,"National",0.9,,0.291,0.3235,"","","90% of Injectables are from the Public Sector and 52.6% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
"Ghana",288,2026,"Ghana2026",8761510,1294274.87368398,279593.653289418,597977.641163885,6589663.83186271,0,0.872825147246958,"National",0.9,,0.291,0.3235,"","","90% of Injectables are from the Public Sector and 52.6% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
