Country,iso,Year,CountryYear,Total,LTM,STM,Injection,NonUser,high,ReasonNotUsingSI,reason_note,scale,notes,discon_inj,discon_stm,discon_inj_note,discon_stm_note,Country_note,inj_to_si,stm_to_si,nu_to_si,si_bonus,max_siofsc,year_sc,year_si
Cote d'Ivoire,384,2019,Côte d'Ivoire2019,6227653,321583.1202,665002.3254,343544.5592,4897522.995,0,0.829651371,National,0.9,,0.4,0.4,"No data, global average","No data, global average",88.3% of Injectables are from the Public Sector and 56.3% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Cote d'Ivoire,384,2020,Côte d'Ivoire2020,6417561,383953.0849,667418.9452,365169.745,5001019.225,0,0.829651371,National,0.9,,0.4,0.4,"No data, global average","No data, global average",88.3% of Injectables are from the Public Sector and 56.3% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Cote d'Ivoire,384,2021,Côte d'Ivoire2021,6604871,450408.7722,664621.3835,385911.9458,5103928.898,0,0.829651371,National,0.9,,0.4,0.4,"No data, global average","No data, global average",88.3% of Injectables are from the Public Sector and 56.3% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Cote d'Ivoire,384,2022,Côte d'Ivoire2022,6794924,523512.2749,660345.1735,407790.4654,5203276.086,0,0.829651371,National,0.9,,0.4,0.4,"No data, global average","No data, global average",88.3% of Injectables are from the Public Sector and 56.3% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Cote d'Ivoire,384,2023,Côte d'Ivoire2023,6987781,603003.6987,653344.3901,430387.0196,5301045.892,0,0.829651371,National,0.9,,0.4,0.4,"No data, global average","No data, global average",88.3% of Injectables are from the Public Sector and 56.3% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Cote d'Ivoire,384,2024,Côte d'Ivoire2024,7184254,688635.1809,642584.2634,452610.8499,5400423.706,0,0.829651371,National,0.9,,0.4,0.4,"No data, global average","No data, global average",88.3% of Injectables are from the Public Sector and 56.3% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Cote d'Ivoire,384,2025,Côte d'Ivoire2025,7384918,782196.5426,629485.7335,476303.7112,5496932.013,0,0.829651371,National,0.9,,0.4,0.4,"No data, global average","No data, global average",88.3% of Injectables are from the Public Sector and 56.3% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Cote d'Ivoire,384,2026,Côte d'Ivoire2026,7585843,879410.9678,609707.293,497383.3585,5599341.381,0,0.829651371,National,0.9,,0.4,0.4,"No data, global average","No data, global average",88.3% of Injectables are from the Public Sector and 56.3% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Cote d'Ivoire,384,2027,Côte d'Ivoire2027,7790711,987813.4807,589031.9766,521618.5141,5692247.029,0,0.829651371,National,0.9,,0.4,0.4,"No data, global average","No data, global average",88.3% of Injectables are from the Public Sector and 56.3% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Cote d'Ivoire,384,2028,Côte d'Ivoire2028,8000196,1100844.642,561398.6,543308.2581,5794644.5,0,0.829651371,National,0.9,,0.4,0.4,"No data, global average","No data, global average",88.3% of Injectables are from the Public Sector and 56.3% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Cote d'Ivoire,384,2029,Côte d'Ivoire2029,8215165,1220783.825,536016.4607,562936.9147,5895427.8,0,0.829651371,National,0.9,,0.4,0.4,"No data, global average","No data, global average",88.3% of Injectables are from the Public Sector and 56.3% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Cote d'Ivoire,384,2030,Côte d'Ivoire2030,8435908,1350708.678,507827.2571,584167.2507,5993204.814,0,0.829651371,National,0.9,,0.4,0.4,"No data, global average","No data, global average",88.3% of Injectables are from the Public Sector and 56.3% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Dem. People's Republic of Korea,408,2019,Dem. People's Republic of Korea2019,6548199,3195327.124,252802.4621,82385.47782,3017683.936,0,0.902352723,Regional,0.705,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.04,0.02,0.4,2022,2025
Dem. People's Republic of Korea,408,2020,Dem. People's Republic of Korea2020,6485155,3179847.409,247847.0377,85924.13489,2971536.418,0,0.902352723,Regional,0.705,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.04,0.02,0.4,2022,2025
Dem. People's Republic of Korea,408,2021,Dem. People's Republic of Korea2021,6420833,3145633.219,240280.6706,88523.36303,2946395.747,0,0.902352723,Regional,0.705,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.04,0.02,0.4,2022,2025
Dem. People's Republic of Korea,408,2022,Dem. People's Republic of Korea2022,6351027,3124365.324,233781.8185,91673.10455,2901206.753,0,0.902352723,Regional,0.705,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.04,0.02,0.4,2022,2025
Dem. People's Republic of Korea,408,2023,Dem. People's Republic of Korea2023,6282536,3110594.199,226358.5181,94248.79102,2851334.492,0,0.902352723,Regional,0.705,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.04,0.02,0.4,2022,2025
Dem. People's Republic of Korea,408,2024,Dem. People's Republic of Korea2024,6225884,3103167.947,219061.5499,96868.69854,2806785.805,0,0.902352723,Regional,0.705,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.04,0.02,0.4,2022,2025
Dem. People's Republic of Korea,408,2025,Dem. People's Republic of Korea2025,6187415,3097028.038,211743.9916,99535.78878,2779107.182,0,0.902352723,Regional,0.705,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.04,0.02,0.4,2022,2025
Dem. People's Republic of Korea,408,2026,Dem. People's Republic of Korea2026,6171001,3098276.14,204908.3046,102553.5186,2765263.037,0,0.902352723,Regional,0.705,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.04,0.02,0.4,2022,2025
Dem. People's Republic of Korea,408,2027,Dem. People's Republic of Korea2027,6173396,3119230.483,198196.5911,105240.8536,2750728.072,0,0.902352723,Regional,0.705,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.04,0.02,0.4,2022,2025
Dem. People's Republic of Korea,408,2028,Dem. People's Republic of Korea2028,6187276,3146183.566,192325.9924,108792.2388,2739974.202,0,0.902352723,Regional,0.705,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.04,0.02,0.4,2022,2025
Dem. People's Republic of Korea,408,2029,Dem. People's Republic of Korea2029,6200376,3173567.695,186010.3287,112244.4578,2728553.518,0,0.902352723,Regional,0.705,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.04,0.02,0.4,2022,2025
Dem. People's Republic of Korea,408,2030,Dem. People's Republic of Korea2030,6204736,3186941.178,179173.7544,115960.2233,2722660.845,0,0.902352723,Regional,0.705,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.04,0.02,0.4,2022,2025
Democratic Republic of the Congo,180,2019,Democratic Republic of the Congo2019,19352020,657725.6379,1597751.187,491881.9253,16604661.25,0,0.894203943,National,0.6,,0.4,0.4,"No data, global average","No data, global average",63.8% of Injectables are from the Public Sector and 6.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.05,0.02,0.4,2022,2025
Democratic Republic of the Congo,180,2020,Democratic Republic of the Congo2020,20043800,747998.4766,1652432.122,578701.8046,17064667.6,0,0.894203943,National,0.6,,0.4,0.4,"No data, global average","No data, global average",63.8% of Injectables are from the Public Sector and 6.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.05,0.02,0.4,2022,2025
Democratic Republic of the Congo,180,2021,Democratic Republic of the Congo2021,20746893,847965.0426,1700145.294,676040.067,17522742.6,0,0.894203943,National,0.6,,0.4,0.4,"No data, global average","No data, global average",63.8% of Injectables are from the Public Sector and 6.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.05,0.02,0.4,2022,2025
Democratic Republic of the Congo,180,2022,Democratic Republic of the Congo2022,21480607,958458.3488,1742968.755,784806.2948,17994373.6,0,0.894203943,National,0.6,,0.4,0.4,"No data, global average","No data, global average",63.8% of Injectables are from the Public Sector and 6.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.05,0.02,0.4,2022,2025
Democratic Republic of the Congo,180,2023,Democratic Republic of the Congo2023,22245687,1075170.155,1772265.491,901617.516,18496633.84,0,0.894203943,National,0.6,,0.4,0.4,"No data, global average","No data, global average",63.8% of Injectables are from the Public Sector and 6.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.05,0.02,0.4,2022,2025
Democratic Republic of the Congo,180,2024,Democratic Republic of the Congo2024,23043267,1200687.113,1791026.407,1028685.096,19022868.39,0,0.894203943,National,0.6,,0.4,0.4,"No data, global average","No data, global average",63.8% of Injectables are from the Public Sector and 6.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.05,0.02,0.4,2022,2025
Democratic Republic of the Congo,180,2025,Democratic Republic of the Congo2025,23873151,1339275.666,1801158.543,1170001.775,19562715.02,0,0.894203943,National,0.6,,0.4,0.4,"No data, global average","No data, global average",63.8% of Injectables are from the Public Sector and 6.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.05,0.02,0.4,2022,2025
Democratic Republic of the Congo,180,2026,Democratic Republic of the Congo2026,24709519,1494594.444,1807120.111,1328993.173,20078811.27,0,0.894203943,National,0.6,,0.4,0.4,"No data, global average","No data, global average",63.8% of Injectables are from the Public Sector and 6.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.05,0.02,0.4,2022,2025
Democratic Republic of the Congo,180,2027,Democratic Republic of the Congo2027,25579760,1652995.381,1790540.711,1493703.001,20642520.91,0,0.894203943,National,0.6,,0.4,0.4,"No data, global average","No data, global average",63.8% of Injectables are from the Public Sector and 6.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.05,0.02,0.4,2022,2025
Democratic Republic of the Congo,180,2028,Democratic Republic of the Congo2028,26480424,1812753.725,1823253.426,1665789.42,21178627.43,0,0.894203943,National,0.6,,0.4,0.4,"No data, global average","No data, global average",63.8% of Injectables are from the Public Sector and 6.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.05,0.02,0.4,2022,2025
Democratic Republic of the Congo,180,2029,Democratic Republic of the Congo2029,27406602,1968147.813,1834070.538,1837386.128,21766997.52,0,0.894203943,National,0.6,,0.4,0.4,"No data, global average","No data, global average",63.8% of Injectables are from the Public Sector and 6.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.05,0.02,0.4,2022,2025
Democratic Republic of the Congo,180,2030,Democratic Republic of the Congo2030,28354802,2136256.736,1841388.434,2024102.26,22353054.57,0,0.894203943,National,0.6,,0.4,0.4,"No data, global average","No data, global average",63.8% of Injectables are from the Public Sector and 6.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.05,0.02,0.4,2022,2025
Djibouti,262,2019,Djibouti2019,253972,7861.1958,17749.04393,10818.36922,217543.3911,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Djibouti,262,2020,Djibouti2020,257108,9326.623968,18218.86901,11278.47859,218284.0284,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Djibouti,262,2021,Djibouti2021,260550,10801.31514,18486.72026,11605.82595,219656.1387,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Djibouti,262,2022,Djibouti2022,263218,12446.75425,18746.22528,11975.28842,220049.7321,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Djibouti,262,2023,Djibouti2023,265465,14181.23381,18956.42747,12306.37315,220020.9656,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Djibouti,262,2024,Djibouti2024,267876,15957.50566,19018.14263,12560.81062,220339.5411,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Djibouti,262,2025,Djibouti2025,270724,17721.15619,18854.58884,12714.77611,221433.4789,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Djibouti,262,2026,Djibouti2026,273650,19757.05684,18822.80999,12976.93945,222093.1937,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Djibouti,262,2027,Djibouti2027,276942,21939.82264,18794.72668,13237.1428,222970.3079,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Djibouti,262,2028,Djibouti2028,280451,24144.16175,18578.07088,13427.59367,224301.1737,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Djibouti,262,2029,Djibouti2029,283822,26422.03964,18367.9912,13577.81713,225454.152,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Djibouti,262,2030,Djibouti2030,286848,28844.50473,18124.70031,13727.06563,226151.7293,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Egypt,818,2019,Egypt2019,24938352,5645640.037,3400175.712,1608175.01,14284361.24,0,0.783505746,National,1,,0.379,0.367,,,82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.01,0.4,2022,2025
Egypt,818,2020,Egypt2020,25300812,5738429.865,3550269.122,1655168.962,14356944.05,0,0.783505746,National,1,,0.379,0.367,,,82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.01,0.4,2022,2025
Egypt,818,2021,Egypt2021,25724120,5811317.108,3692489.149,1697414.956,14522898.79,0,0.783505746,National,1,,0.379,0.367,,,82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.01,0.4,2022,2025
Egypt,818,2022,Egypt2022,26098320,5861801.558,3824118.486,1733942.927,14678457.03,0,0.783505746,National,1,,0.379,0.367,,,82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.01,0.4,2022,2025
Egypt,818,2023,Egypt2023,26459776,5910988.548,3958256.333,1770859.905,14819671.21,0,0.783505746,National,1,,0.379,0.367,,,82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.01,0.4,2022,2025
Egypt,818,2024,Egypt2024,26862410,5982198.759,4110926.322,1815252.72,14954032.2,0,0.783505746,National,1,,0.379,0.367,,,82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.01,0.4,2022,2025
Egypt,818,2025,Egypt2025,27330044,6026310.397,4249103.235,1852379.165,15202251.2,0,0.783505746,National,1,,0.379,0.367,,,82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.01,0.4,2022,2025
Egypt,818,2026,Egypt2026,27836450,6084978.459,4401078.671,1894822.624,15455570.25,0,0.783505746,National,1,,0.379,0.367,,,82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.01,0.4,2022,2025
Egypt,818,2027,Egypt2027,28397966,6120243.223,4539902.248,1931009.779,15806810.75,0,0.783505746,National,1,,0.379,0.367,,,82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.01,0.4,2022,2025
Egypt,818,2028,Egypt2028,28996571,6162839.086,4689510.613,1969731.069,16174490.23,0,0.783505746,National,1,,0.379,0.367,,,82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.01,0.4,2022,2025
Egypt,818,2029,Egypt2029,29593348,6180367.961,4823225.441,2001118.668,16588635.93,0,0.783505746,National,1,,0.379,0.367,,,82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.01,0.4,2022,2025
Egypt,818,2030,Egypt2030,30163243,6199852.674,4961119.13,2033637.35,16968633.85,0,0.783505746,National,1,,0.379,0.367,,,82.7% of Injectables are from the Public Sector and 85.7% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.01,0.4,2022,2025
El Salvador,222,2019,El Salvador2019,1818171,530574.9593,105115.3486,243249.5532,939231.1389,0,0.979758237,National,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
El Salvador,222,2020,El Salvador2020,1823760,537957.7576,104092.379,247346.4256,934363.4377,0,0.979758237,National,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
El Salvador,222,2021,El Salvador2021,1829437,545256.7674,102978.6427,251491.447,929710.1429,0,0.979758237,National,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
El Salvador,222,2022,El Salvador2022,1834402,551601.1479,101644.0908,255199.961,925956.8002,0,0.979758237,National,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
El Salvador,222,2023,El Salvador2023,1838447,557475.4853,100174.1196,258730.1495,922067.2456,0,0.979758237,National,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
El Salvador,222,2024,El Salvador2024,1841237,564399.1796,98901.42879,262650.5833,915285.8083,0,0.979758237,National,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
El Salvador,222,2025,El Salvador2025,1842744,569215.6475,97185.3382,265694.2777,910648.7366,0,0.979758237,National,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
El Salvador,222,2026,El Salvador2026,1845418,573267.9664,95326.54581,268370.1942,908453.2935,0,0.979758237,National,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
El Salvador,222,2027,El Salvador2027,1846806,579403.3323,93797.50351,272011.9729,901593.1914,0,0.979758237,National,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
El Salvador,222,2028,El Salvador2028,1847227,583802.7291,91938.94093,274889.897,896595.433,0,0.979758237,National,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
El Salvador,222,2029,El Salvador2029,1847197,588962.6274,90171.87543,278142.8103,889919.6869,0,0.979758237,National,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
El Salvador,222,2030,El Salvador2030,1847006,592024.9739,88071.60422,280401.5579,886507.8639,0,0.979758237,National,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.03,0.4,2022,2025
Eritrea,232,2019,Eritrea2019,823546,2917.736838,43667.7956,19800.96043,757159.5071,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Eritrea,232,2020,Eritrea2020,841597,4766.513193,45039.45238,20618.58192,771172.4525,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Eritrea,232,2021,Eritrea2021,861541,6917.135306,47105.76252,21762.89337,785755.2088,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Eritrea,232,2022,Eritrea2022,885757,9328.545879,49004.32804,22883.73545,804540.3906,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Eritrea,232,2023,Eritrea2023,912781,11928.21186,50455.04696,23826.43376,826571.3074,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Eritrea,232,2024,Eritrea2024,940196,14897.65918,52207.01644,24959.40861,848131.9158,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Eritrea,232,2025,Eritrea2025,966682,18283.03279,54229.70241,26241.3911,867927.8737,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Eritrea,232,2026,Eritrea2026,994695,21969.90537,56069.79779,27437.94832,889217.3485,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Eritrea,232,2027,Eritrea2027,1021501,26325.96557,58514.69208,28958.8644,907701.478,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Eritrea,232,2028,Eritrea2028,1047412,30913.71296,60461.41654,30226.91108,925809.9594,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Eritrea,232,2029,Eritrea2029,1073389,35762.63685,61899.85753,31301.1907,944425.3149,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Eritrea,232,2030,Eritrea2030,1099842,41597.65958,64053.71114,32832.33845,961358.2908,0,0.857650253,Regional,0.809117647,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.02,0.4,2022,2025
Eswatini,748,2019,Eswatini2019,307887,21342.25447,87432.8843,52901.20335,146210.6579,0,0.93475216,National,0.6,,0.4,0.4,"No data, global average","No data, global average",68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Eswatini,748,2020,Eswatini2020,311833,22897.77813,87527.64144,54048.38964,147359.1908,0,0.93475216,National,0.6,,0.4,0.4,"No data, global average","No data, global average",68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Eswatini,748,2021,Eswatini2021,316716,24722.7717,88474.76999,55752.05938,147766.3989,0,0.93475216,National,0.6,,0.4,0.4,"No data, global average","No data, global average",68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Eswatini,748,2022,Eswatini2022,322416,26537.36901,89135.91943,57324.05159,149418.66,0,0.93475216,National,0.6,,0.4,0.4,"No data, global average","No data, global average",68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Eswatini,748,2023,Eswatini2023,328570,28410.17215,89753.68512,58918.5501,151487.5926,0,0.93475216,National,0.6,,0.4,0.4,"No data, global average","No data, global average",68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Eswatini,748,2024,Eswatini2024,334544,30396.16363,90461.2456,60631.393,153055.1978,0,0.93475216,National,0.6,,0.4,0.4,"No data, global average","No data, global average",68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Eswatini,748,2025,Eswatini2025,340002,32338.52189,90802.90398,62154.5388,154706.0353,0,0.93475216,National,0.6,,0.4,0.4,"No data, global average","No data, global average",68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Eswatini,748,2026,Eswatini2026,345536,34455.1851,91424.16015,63922.70519,155733.9496,0,0.93475216,National,0.6,,0.4,0.4,"No data, global average","No data, global average",68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
Eswatini,748,2027,Eswatini2027,350421,36499.75717,91613.70501,65450.63534,156856.9025,0,0.93475216,National,0.6,,0.4,0.4,"No data, global average","No data, global average",68.1% of Injectables are from the Public Sector and 17.5% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.02,0.4,2022,2025
